name,fclass,geometry
,doctors,POINT (32.6183712 0.3040031)
Drugstore,pharmacy,POINT (32.6138554 0.306983)
Kawaala Police Station,police,POINT (32.5538066 0.3412453)
Excel Secondary School,school,POINT (32.5567089 0.3393565)
Mbale District Health Office,public_building,POINT (34.1706034 1.0693121)
Lucky Clinic,doctors,POINT (32.6234481 0.2996638)
One Love Video,cinema,POINT (32.6223885 0.3006553)
Arise and Shine Medical Clinic,doctors,POINT (32.6215355 0.301181)
St James' Clinic,doctors,POINT (32.6213344 0.3013582)
Cure Medical Clinic,doctors,POINT (32.6220844 0.3008011)
Nasyeri Primary School,school,POINT (34.1907674 0.9990541)
Bumbobi Primary School,school,POINT (34.1665114 0.9907186)
Bukalasi Secondary School,school,POINT (34.4018019 1.0059735)
Bukalasi Primary School,school,POINT (34.4021718 1.0055696)
Burukuru Primary School,school,POINT (34.2610292 0.9758279)
Buwali Primary School,school,POINT (34.3717533 1.0096398)
Saint John Bosco Primary Teachers College Nyondo,college,POINT (34.2258367 0.9862205)
Nyondo Primary School,school,POINT (34.2259344 0.9845253)
Nyondo Secondary School,school,POINT (34.2267944 0.9813703)
Shitumi Secondary School,school,POINT (34.3246864 0.9901106)
Bubutu Primary School,school,POINT (34.3257051 0.8193133)
Bumbo Senior Secondary School,school,POINT (34.3986863 0.8588444)
Buteteya Primary School,school,POINT (34.3857385 0.8618305)
Musese Secondary School,school,POINT (34.1858695 0.9127517)
Sibembe Primary School,school,POINT (34.3426539 0.830472)
,cinema,POINT (32.615133 0.3050579)
,bar,POINT (32.6153972 0.3060288)
,bar,POINT (32.6123172 0.3087742)
Mihingo Lodge,restaurant,POINT (31.0478627 -0.6029592)
Pride Academy,school,POINT (32.6079393 0.305958)
Wabigalo Day And Boarding School,school,POINT (32.6041473 0.3108293)
,kindergarten,POINT (32.6216653 0.3002233)
Kisugu Police Post,police,POINT (32.6099672 0.3077317)
Karenga Police Station,police,POINT (33.6978133 3.5645467)
Palm Cafe,fast_food,POINT (32.6063136 0.3000251)
Barclays,bank,POINT (32.6072256 0.2996335)
Ponnus Restaurant,fast_food,POINT (32.6068635 0.300237)
Housing Finance Bank,bank,POINT (32.6102081 0.3073902)
,bar,POINT (32.6093796 0.3101427)
Medric Pharmacy,pharmacy,POINT (32.6097685 0.3107784)
Phoenix Pub,pub,POINT (32.609503 0.3109581)
Equity Bank,atm,POINT (32.5563749 0.3818894)
Fire Masters,fire_station,POINT (32.5959761 0.3082808)
,bar,POINT (32.6079664 0.3062077)
Standard Chartered,atm,POINT (32.6017841 0.3012013)
Erikks Drug Shop,pharmacy,POINT (32.6132175 0.3053742)
Goodhope Health Care,clinic,POINT (32.6122734 0.3066563)
Josh Parmacuticals,pharmacy,POINT (32.6123083 0.3066025)
,restaurant,POINT (32.6138257 0.3041517)
,bar,POINT (32.613556 0.304346)
,dentist,POINT (32.6136739 0.3043675)
,bar,POINT (32.6137438 0.3044704)
,bar,POINT (32.613375 0.303999)
,bar,POINT (32.6169316 0.3023146)
,bar,POINT (32.6135076 0.3040873)
,pub,POINT (32.6158803 0.3026363)
,bar,POINT (32.6152178 0.3036314)
,bar,POINT (32.6137318 0.306971)
,bar,POINT (32.5927814 0.3097393)
,cinema,POINT (32.6204756 0.3021399)
,bar,POINT (32.6204516 0.302038)
,clinic,POINT (32.6205 0.3019924)
Cure Medical Clinic,clinic,POINT (32.6208538 0.3017294)
,restaurant,POINT (32.6203121 0.3021426)
,cinema,POINT (32.5918831 0.3095235)
,bar,POINT (32.6081858 0.3065216)
,school,POINT (32.3039089 2.7587723)
,school,POINT (32.3030147 2.7591744)
Stanbic Bank,atm,POINT (32.2966707 2.777506)
The Kitchen,restaurant,POINT (32.2996386 2.7740018)
,restaurant,POINT (32.2991504 2.7739215)
,school,POINT (31.7705186 2.5777219)
Purongo Primary School,school,POINT (31.8201281 2.553682)
Wi Anaka health centre,hospital,POINT (31.7759892 2.5786335)
,pharmacy,POINT (32.3012224 2.7711486)
,atm,POINT (32.3011634 2.7716014)
,atm,POINT (32.2982211 2.7691313)
,pharmacy,POINT (32.8945449 2.2429365)
,hospital,POINT (32.9003043 2.2473075)
Central Police Station Lira,police,POINT (32.9007864 2.248999)
,pharmacy,POINT (32.895658 2.241248)
,bank,POINT (32.8960282 2.2414329)
,pub,POINT (32.8976294 2.2423522)
,restaurant,POINT (32.8975999 2.2423897)
,fire_station,POINT (32.9366813 2.1023424)
,restaurant,POINT (32.8945395 2.2295812)
Amach Secondary School,school,POINT (32.9279503 2.1339984)
,fire_station,POINT (32.9283635 2.1340941)
Uganda Police,police,POINT (32.9305831 2.1219521)
Wi Odyek Primary School,school,POINT (32.9371438 2.1010772)
,school,POINT (32.9597709 2.0330149)
,pub,POINT (32.8933165 2.2333442)
,restaurant,POINT (32.8931704 2.2327829)
,school,POINT (31.6432746 2.5652992)
Pakwach Central Police Station,police,POINT (31.504271 2.4605582)
,hospital,POINT (30.9605342 3.0104432)
,school,POINT (30.9380037 3.0123289)
Barclays,bank,POINT (33.6195384 1.7158281)
Crane Bank,bank,POINT (33.6191133 1.7152165)
Pioneer Primary School,school,POINT (33.6180894 1.7175142)
,bank,POINT (33.6161078 1.7134493)
,school,POINT (33.6163445 1.7138783)
Gulu University Office,school,POINT (32.8996026 2.2369501)
,hospital,POINT (32.8990967 2.2358737)
Post Bank,bank,POINT (32.8937239 2.2376398)
Lira School of Nursing and Midwifery,school,POINT (32.9016411 2.2532239)
,school,POINT (33.6188497 1.7168658)
Soroti Secondary School,school,POINT (33.6229596 1.7148067)
,school,POINT (33.6255555 1.7154572)
,restaurant,POINT (33.6213552 1.7143687)
,restaurant,POINT (33.6217086 1.7143473)
,pub,POINT (33.6221008 1.714795)
,pharmacy,POINT (33.6172338 1.7144595)
,pub,POINT (33.6216411 1.7149054)
,restaurant,POINT (33.616609 1.7143001)
Akisim Primary School,school,POINT (33.6179013 1.7054297)
,restaurant,POINT (33.6170877 1.7157548)
,hospital,POINT (33.6158723 1.7158382)
,bank,POINT (33.6179531 1.7157238)
,pub,POINT (33.6191075 1.7165108)
,bank,POINT (33.6181374 1.7148792)
,cafe,POINT (33.6164333 1.7163554)
,pharmacy,POINT (33.6172165 1.7161409)
,pub,POINT (33.6189948 1.7158406)
,pub,POINT (33.6195876 1.7165431)
Bweyale Primary School,school,POINT (32.143864 1.9556221)
Nyamahasa Primary School,school,POINT (32.1878141 2.0529026)
Nanda Primary School,school,POINT (32.203059 2.1175914)
Saint Monica Infant Nursery School,school,POINT (32.1658572 1.9835454)
Katulikire Primary School,school,POINT (32.1690651 1.9857394)
,hospital,POINT (34.1769432 1.0909789)
,hospital,POINT (34.0328596 1.3574886)
Primary School,school,POINT (33.7187716 1.6672888)
,school,POINT (33.690438 1.6745806)
Wakisanyi Primary School,school,POINT (32.0302769 1.6459978)
Stanbic Bank,bank,POINT (32.0098716 1.8080901)
Kihura II Primary School,school,POINT (32.0171534 1.8185885)
Jeeja Primary School,school,POINT (32.0209717 1.7680709)
Kigumba Parents Secondary School,school,POINT (32.0157325 1.7887202)
KCB,bank,POINT (32.2981713 2.7702697)
Community Pharmacy,pharmacy,POINT (32.3000774 2.7724458)
Mola Medical Center,clinic,POINT (32.3000704 2.7725672)
,restaurant,POINT (32.3084839 2.7701438)
Nalongo,school,POINT (32.4714855 0.9489447)
Katuugo Seventh-day Adventist Primary School,school,POINT (32.4637571 1.1559353)
Wekembe SACCO,bank,POINT (32.4910551 0.8448184)
,school,POINT (32.4716364 0.9571221)
Ilee Primary School,school,POINT (32.5454423 2.1275134)
Binze Primary School,school,POINT (30.976648 3.0163735)
,pharmacy,POINT (30.9418892 3.0115988)
,pharmacy,POINT (30.9587334 3.0111059)
Bank of Africa,bank,POINT (30.91114 3.0208533)
Housing Finance Bank,bank,POINT (30.9097153 3.0232427)
,pharmacy,POINT (30.9086442 3.0251396)
Crane Bank,bank,POINT (30.9100761 3.0226359)
Arua Secondary School,school,POINT (30.91373 3.0312974)
Islamic University in Uganda Office,university,POINT (30.9138802 3.0362793)
,clinic,POINT (30.9134724 3.028125)
Najja Primary School,school,POINT (30.9140185 3.03709)
Kabale Referral Hospital,hospital,POINT (29.9891117 -1.2502061)
Stanbic Bank,bank,POINT (29.9863646 -1.250946)
Kigezi Primary School,school,POINT (29.9825119 -1.2415358)
Kigezi High School,school,POINT (29.9833032 -1.2402953)
Ainembabazi Primary School,school,POINT (29.9799748 -1.2471077)
London College of St. lawrence,school,POINT (32.4398489 0.2752764)
Paris Saint Lawrence College,school,POINT (32.3967077 0.2524707)
Alpha Medical Centre,doctors,POINT (32.3809332 0.2440086)
Kalagala's Bar,pub,POINT (32.3152754 0.2068905)
Tarsis Muwanga,school,POINT (32.3468113 0.234946)
Pearl Daycare,kindergarten,POINT (32.4355712 0.2674246)
,school,POINT (29.9387159 -1.3009915)
,library,POINT (29.9386932 -1.3010157)
Kabale Regional Hospital,hospital,POINT (29.9889878 -1.2510457)
"Uganda Police Mineral Protection Unit, Kigezi Zonal Office",police,POINT (29.9903846 -1.2541322)
Our Lady of Good Counsel Secondary School Gayaza,school,POINT (32.6179133 0.4488402)
Nabiri Primary School,school,POINT (34.2348826 1.0040267)
Bushiyi Vocational School,school,POINT (34.3880113 1.0493623)
Foot Primary School,school,POINT (34.3875999 1.049597)
Buwesswa Secondary School,school,POINT (34.3304188 0.9884886)
Butoto Primary School,school,POINT (34.3397012 0.9745005)
Wanale View Secondary School,school,POINT (34.1741429 1.0869414)
Bukari Primary School,school,POINT (34.2784409 0.9949593)
Busoburo Primary School,school,POINT (34.2673009 0.9975895)
Masaba H.S.,school,POINT (34.1835041 1.0390875)
Naiku Primary School,school,POINT (34.2240321 1.0153545)
Bududa Primary School,school,POINT (34.3251259 1.0238779)
Nabumali Girls High School,school,POINT (34.2103752 0.9912332)
Nabumali High School,college,POINT (34.2107338 0.9842933)
Wilbra Primary School,school,POINT (34.3255721 1.0214038)
Bukigai Primary School,school,POINT (34.3502711 1.0004424)
Child Hope Nursery School,school,POINT (34.1656391 1.0895358)
Mbale Parents Secondary School,school,POINT (34.1742164 1.0857466)
Golf course cantine,cafe,POINT (32.5234849 0.1621231)
,school,POINT (32.4251393 0.1612564)
Namaitsu Primary School,school,POINT (34.3305447 1.0361705)
,pub,POINT (34.3306484 1.0127787)
Namaitsu Health Center II,doctors,POINT (34.32986 1.0361)
Bududa Vocational Academy,school,POINT (34.3312923 1.0134522)
Manjiya Primary School,school,POINT (34.33027 1.0142056)
Shanzou Primary School,school,POINT (34.3354229 1.0416053)
Friends Corner,pub,POINT (32.5779896 0.2884412)
MM Royal,pub,POINT (32.5780178 0.2883872)
,pub,POINT (32.584611 0.2817275)
The Club,pub,POINT (32.5840566 0.2824348)
Coffee at Last,cafe,POINT (32.5839609 0.2825836)
Ninyeneiwe,pub,POINT (32.58398 0.2825538)
,restaurant,POINT (32.582315 0.2809831)
,bar,POINT (32.5822855 0.2810394)
Verona,pharmacy,POINT (32.578582 0.2876479)
,pub,POINT (32.5804532 0.2874353)
,pub,POINT (32.5806811 0.2874323)
,pub,POINT (32.5808343 0.2875998)
,pub,POINT (32.5805712 0.287371)
,bar,POINT (32.5801957 0.2868104)
Elite Super Cafe,pub,POINT (32.5804067 0.2866095)
Sholar Foods and Take Away,fast_food,POINT (32.5809938 0.2860442)
Bon a petit,restaurant,POINT (32.5810389 0.2860049)
,cafe,POINT (32.5804721 0.28655)
Leah's Bar,pub,POINT (32.5812958 0.2854864)
,restaurant,POINT (32.5800304 0.2863286)
Queen's Bar,pub,POINT (32.5803574 0.2862744)
,cafe,POINT (32.5819283 0.2853254)
,pub,POINT (32.579842 0.2867873)
Big Spenders Bar,pub,POINT (32.5795711 0.2869375)
,pub,POINT (32.5793163 0.2865205)
Johnny B'Z,pub,POINT (32.5841715 0.2822564)
Millies Kindergarten & Day Care,school,POINT (32.5830443 0.2830907)
AY 24/7,pub,POINT (32.5792759 0.2866331)
Jamie's Restaurant,restaurant,POINT (32.5779819 0.2883148)
African Palliative Care Association,clinic,POINT (32.5854815 0.2800669)
,pub,POINT (32.5848524 0.2816938)
Fang Fang,restaurant,POINT (32.5844209 0.3134924)
Stanbic Bank,bank,POINT (32.5909816 0.320324)
absa,bank,POINT (32.5918818 0.3197012)
Mengo Primary School,school,POINT (32.5606733 0.3170471)
Jenina Pub,pub,POINT (32.538132 0.350727)
Erisa Primary School,school,POINT (34.1644532 1.0729173)
Bushika Primary School,school,POINT (34.3401269 1.0495205)
Bushika Seventh-day Adventist Primary School,school,POINT (34.3431601 1.0499162)
Kkikholo Health Centre,doctors,POINT (34.3717622 1.0465863)
Police Bushika Post,police,POINT (34.3351047 1.0439548)
Arlington Academy of Hope,school,POINT (34.37873 1.05194)
Bumakhase Primary School,school,POINT (34.3531897 1.0246694)
Mamba Point,restaurant,POINT (32.5780526 0.3286494)
Pizzeria The Italian Cuisine,restaurant,POINT (32.582645 0.3151564)
Masala Chaat House,restaurant,POINT (32.5891507 0.314922)
Vine Pharmaceuticals,pharmacy,POINT (32.5894387 0.3150804)
Standard Chartered,atm,POINT (32.5928988 0.3010831)
,bar,POINT (32.5928788 0.3015568)
Equity Bank,bank,POINT (32.6006653 0.2975692)
Waggla,bar,POINT (32.6015074 0.2973755)
Housing Finance Bank,atm,POINT (32.6008395 0.2975943)
Bank of Baroda,atm,POINT (32.5966308 0.2994581)
Cafe Kawa,cafe,POINT (32.6084385 0.2988951)
Centenary Bank,bank,POINT (32.6048305 0.296198)
Goss Gardens,restaurant,POINT (32.6030389 0.2973378)
Butterfly Int School,school,POINT (32.6033179 0.2951438)
,atm,POINT (32.5992972 0.2983838)
Tropical Bank,bank,POINT (32.6029074 0.294393)
Nile Pub,pub,POINT (32.6012433 0.30987)
,pub,POINT (32.6034897 0.3107097)
,police,POINT (32.6020763 0.3083292)
Holy Family Clinic,clinic,POINT (32.6005807 0.3076073)
Tendo African Restarant,restaurant,POINT (32.6001678 0.3063427)
,school,POINT (32.5998115 0.309766)
Medibank pharmacy,pharmacy,POINT (32.6050881 0.2959394)
Cross Garden,bar,POINT (32.6025135 0.2961162)
Ram internet cafe,cafe,POINT (32.6047764 0.2932489)
,restaurant,POINT (32.605307 0.2949977)
Mbale College of Commerce,college,POINT (32.6586833 0.2953648)
Amnesia,bar,POINT (32.5871164 0.3124029)
,restaurant,POINT (32.8841632 3.2915242)
Padibe West Youth Education Park Centre,school,POINT (32.7743138 3.4527168)
Blessed Daniel Comboni Vocational School,school,POINT (32.8234136 3.4843606)
,school,POINT (33.0568574 3.3298293)
Childcare,school,POINT (32.8739386 3.2853331)
GYDA,school,POINT (32.3068955 2.7676486)
GYDA Demonstration Centre,school,POINT (32.3086397 2.7621244)
Monot Pub,pub,POINT (32.6270844 0.2594099)
Club 5,pub,POINT (32.5700294 0.3292311)
Guild canteen,restaurant,POINT (32.5695353 0.3326601)
Stanbic Bank,bank,POINT (32.569502 0.3334603)
Child Study Center,kindergarten,POINT (32.567618 0.3297887)
Witch Doctor,doctors,POINT (32.5821794 0.4403448)
Bumwalukani Primary School,school,POINT (34.3730561 1.0476836)
Kathile Health Center 3,hospital,POINT (34.0785861 3.6457778)
Kamion Primary School,school,POINT (34.2491938 3.7333983)
Karenga Boys Primary School,school,POINT (33.6950533 3.5635247)
Morukori Primary School,school,POINT (34.1553594 3.6234925)
Kawanyara Primary School,school,POINT (30.3395643 0.5677392)
Kiko Primary School,school,POINT (30.3318056 0.5921289)
Kasiisi Nursery School,kindergarten,POINT (30.3109117 0.5708113)
Kigarama Primary School,school,POINT (30.307147 0.5833332)
Lochom Health Center 2,hospital,POINT (34.1457784 3.4187552)
Pire Primary School,school,POINT (33.6623746 3.5075397)
UWA Outpost Kaikem,police,POINT (33.8467724 3.760989)
UWA Outpost,police,POINT (33.7109272 3.7773277)
UWA Outpost,police,POINT (33.7090214 3.7936036)
,school,POINT (33.9143709 3.5781394)
Kalokudo Primary School,school,POINT (33.6415305 3.6610144)
UWA Outpost Imilling,police,POINT (33.6359278 3.8060327)
,bar,POINT (32.6139611 0.3043492)
Cornerstone Primary School,school,POINT (32.7570108 0.3651084)
Indiana Bar,pub,POINT (32.6213852 0.3216118)
Kiswa Primary School,school,POINT (32.6209989 0.320503)
Lagoon Resort,restaurant,POINT (32.6843347 0.2297168)
,police,POINT (32.8756336 3.2950072)
Manuel Junior Scool,school,POINT (32.3050717 2.79174)
UWA Outpost,police,POINT (33.6211526 3.6945914)
central college kawempe,school,POINT (32.56059 0.379017)
familycare clinic,doctors,POINT (32.5611986 0.3782277)
Volcano Accademy,school,POINT (32.5612818 0.3791648)
School Road Nursery school,kindergarten,POINT (32.3044295 2.766801)
Bright Stars Ddegeya Secondary School,school,POINT (31.5133562 -0.3747084)
Good Samaritan Secondary School,school,POINT (31.5319339 -0.4787021)
Kaikolongo Seed Secondary School,school,POINT (31.2761642 -0.3358655)
Muyira Senior Secondary School,school,POINT (31.4716479 -0.3290563)
Perry Hill Secondary School,school,POINT (31.4548679 -0.3947997)
Saint Henry's High School Kaboyo,school,POINT (31.5691472 -0.3509775)
Saint James Secondary and Vocational School,school,POINT (31.5469461 -0.4824395)
Saint Raphael Secondary School,school,POINT (31.5298783 -0.3756682)
Sure House Secondary School,school,POINT (31.520959 -0.4807154)
Butebi Islamic Primary School,school,POINT (32.0010369 0.3455649)
A Chance For Children Primary School Butimba,school,POINT (31.5626199 0.5543468)
Yogi Pharmacy,pharmacy,POINT (32.3015042 2.7719759)
Alulululu Pork Roasting joint,restaurant,POINT (32.3002626 2.773845)
,restaurant,POINT (34.1751837 1.076919)
Pride Micro Finance LTD,bank,POINT (30.2748931 0.6544363)
Comfort Pub and Take Away,pub,POINT (30.269104 0.6578399)
Green Tree Pub,pub,POINT (30.2688075 0.6577767)
,fast_food,POINT (30.2664399 0.6581484)
Nateete,kindergarten,POINT (31.5079275 0.5979674)
Butimba,kindergarten,POINT (31.6022874 0.7207543)
Kanyenya Hospital,hospital,POINT (34.1261633 0.9438588)
Nicky's Pizza,restaurant,POINT (32.4735877 0.0643408)
Ocoko Primary School,school,POINT (30.9581118 2.9476647)
Eruba Primary School,school,POINT (30.9183581 2.9604237)
Namuembi Medical Centre,doctors,POINT (34.2824877 0.9533369)
Banda Parents Primary School,school,POINT (31.8927684 0.2528035)
Bufuma,school,POINT (32.1779711 0.2617312)
Kabayenga Primary School,school,POINT (31.954051 0.268638)
Lukabazi Muslim Primary School,school,POINT (32.1878 0.2946524)
Mayobyo,school,POINT (32.1656373 0.2754609)
Ngugulo Primary School,school,POINT (32.152169 0.2777577)
Kasota Primary School,school,POINT (31.9365403 0.2975134)
Kikonge,school,POINT (32.0617123 0.2912852)
Saint Francis Primary School,school,POINT (31.8434715 0.3092348)
Lubogo,school,POINT (31.9120135 0.3161325)
Saint Noah's Primary School,school,POINT (31.9448905 0.3044857)
Buluma Primary School,school,POINT (32.0262453 0.3178063)
Bekina,school,POINT (32.0894424 0.3202967)
Muera,school,POINT (32.1140914 0.3077019)
Kakindu,school,POINT (32.1494631 0.3102351)
Lugo Primary School,school,POINT (32.1524498 0.3198565)
Malwa Umea Primary School,school,POINT (32.1548679 0.3109153)
Kinoni Health Center,hospital,POINT (30.4589001 -0.658983)
Bukinda Health Center,hospital,POINT (30.1883053 -1.0170576)
Yujo Japanese Restaurant,restaurant,POINT (32.5835994 0.3223924)
Flavours Coffee Bar,cafe,POINT (33.2074282 0.4247744)
St Francis Nagala Hospital,hospital,POINT (32.821622 0.612583)
Housing Finance Bank,bank,POINT (32.5963338 0.3243068)
Crane Bank,atm,POINT (32.5926062 0.318879)
Mediterraneo,restaurant,POINT (32.5870232 0.3296297)
Lyna daycare and nusery,kindergarten,POINT (32.5535242 0.3069075)
Lubiri Secondary School,school,POINT (32.5498918 0.3050307)
Naguru Police Post,police,POINT (32.6120348 0.3338712)
Naguru Police Barracks,police,POINT (32.6132257 0.3372722)
Stanbic Bank,bank,POINT (30.9113241 3.020093)
Housing Finance Bank,bank,POINT (30.6617541 -0.6059816)
Basil's Dental Clinic,dentist,POINT (32.5905784 0.3406045)
Cafe Javas,cafe,POINT (32.5853759 0.3379972)
Gardens Restaurant,restaurant,POINT (30.2780905 0.6576244)
Stanbic Bank,bank,POINT (30.2763032 0.6546752)
Housing Finance Bank,bank,POINT (32.5919085 0.3200801)
Kezia's,restaurant,POINT (32.5897156 0.3194752)
